Date,Time,Temperature,Dew Point,Humidity,Wind,Wind Speed,Wind Gust,Pressure,Precip.,Condition
"2024-03-05,1:15 PM,15캜,10캜,72 %,W,20 km/h,0 km/h,""1,012.28 hPa"",0.0 mm,Partly Cloudy"
"2024-03-05,1:45 PM,15캜,9캜,67 %,W,19 km/h,0 km/h,""1,012.28 hPa"",0.0 mm,Partly Cloudy"
"2024-03-05,2:15 PM,14캜,9캜,72 %,W,20 km/h,0 km/h,""1,012.28 hPa"",0.0 mm,Partly Cloudy"
"2024-03-05,2:45 PM,14캜,10캜,77 %,W,22 km/h,0 km/h,""1,012.28 hPa"",0.0 mm,Partly Cloudy"
"2024-03-05,3:15 PM,14캜,10캜,77 %,W,20 km/h,0 km/h,""1,012.28 hPa"",0.0 mm,Partly Cloudy"
"2024-03-05,3:45 PM,14캜,10캜,77 %,W,20 km/h,0 km/h,""1,012.28 hPa"",0.0 mm,Partly Cloudy"
"2024-03-05,4:15 PM,15캜,11캜,77 %,W,22 km/h,0 km/h,""1,012.28 hPa"",0.0 mm,Partly Cloudy"
"2024-03-05,4:45 PM,14캜,11캜,82 %,W,17 km/h,0 km/h,""1,012.28 hPa"",0.0 mm,Partly Cloudy"
"2024-03-05,5:15 PM,14캜,11캜,82 %,WSW,17 km/h,0 km/h,""1,012.28 hPa"",0.0 mm,Partly Cloudy"
"2024-03-05,5:45 PM,14캜,11캜,82 %,WSW,13 km/h,0 km/h,""1,012.28 hPa"",0.0 mm,Partly Cloudy"
"2024-03-05,6:15 PM,13캜,10캜,82 %,SW,9 km/h,0 km/h,""1,012.28 hPa"",0.0 mm,Partly Cloudy"
"2024-03-05,6:45 PM,12캜,10캜,88 %,SSW,6 km/h,0 km/h,""1,012.28 hPa"",0.0 mm,Partly Cloudy"
"2024-03-05,7:15 PM,13캜,11캜,88 %,SW,17 km/h,0 km/h,""1,012.28 hPa"",0.0 mm,Partly Cloudy"
"2024-03-05,7:45 PM,13캜,11캜,88 %,SW,17 km/h,0 km/h,""1,012.28 hPa"",0.0 mm,Partly Cloudy"
"2024-03-05,8:15 PM,12캜,10캜,88 %,SSW,11 km/h,0 km/h,""1,012.28 hPa"",0.0 mm,Mostly Cloudy"
"2024-03-05,8:45 PM,13캜,10캜,82 %,SSW,24 km/h,0 km/h,""1,012.28 hPa"",0.0 mm,Partly Cloudy"
"2024-03-05,9:15 PM,13캜,10캜,82 %,SSW,24 km/h,0 km/h,""1,012.28 hPa"",0.0 mm,Partly Cloudy"
"2024-03-05,9:45 PM,12캜,9캜,82 %,SSW,13 km/h,0 km/h,""1,012.28 hPa"",0.0 mm,Mostly Cloudy"
"2024-03-05,10:15 PM,12캜,9캜,82 %,SSW,11 km/h,0 km/h,""1,012.28 hPa"",0.0 mm,Mostly Cloudy"
"2024-03-05,10:45 PM,12캜,7캜,72 %,SSW,17 km/h,0 km/h,""1,012.28 hPa"",0.0 mm,Partly Cloudy"
"2024-03-05,11:15 PM,12캜,5캜,62 %,SSW,20 km/h,0 km/h,""1,012.28 hPa"",0.0 mm,Partly Cloudy"
"2024-03-05,11:45 PM,13캜,3캜,51 %,SW,31 km/h,0 km/h,""1,012.28 hPa"",0.0 mm,Fair"
"2024-03-06,12:15 AM,13캜,3캜,51 %,SW,30 km/h,0 km/h,""1,012.28 hPa"",0.0 mm,Fair"
"2024-03-06,12:45 AM,12캜,6캜,67 %,SW,39 km/h,0 km/h,""1,012.28 hPa"",0.0 mm,Partly Cloudy / Windy"
"2024-03-06,1:15 AM,12캜,6캜,67 %,SW,37 km/h,0 km/h,""1,012.28 hPa"",0.0 mm,Partly Cloudy / Windy"
"2024-03-06,1:45 AM,12캜,6캜,67 %,SW,39 km/h,0 km/h,""1,012.28 hPa"",0.0 mm,Partly Cloudy / Windy"
"2024-03-06,2:15 AM,12캜,6캜,67 %,SW,37 km/h,0 km/h,""1,012.28 hPa"",0.0 mm,Partly Cloudy / Windy"
"2024-03-06,2:45 AM,12캜,6캜,67 %,SSW,26 km/h,0 km/h,""1,012.28 hPa"",0.0 mm,Mostly Cloudy"
"2024-03-06,3:15 AM,12캜,6캜,67 %,SSW,24 km/h,0 km/h,""1,012.28 hPa"",0.0 mm,Mostly Cloudy"
"2024-03-06,3:45 AM,12캜,5캜,62 %,SSW,26 km/h,0 km/h,""1,012.28 hPa"",0.0 mm,Mostly Cloudy"
"2024-03-06,4:45 AM,10캜,7캜,82 %,SSW,13 km/h,0 km/h,""1,012.28 hPa"",0.0 mm,Fair"
"2024-03-06,5:15 AM,9캜,6캜,82 %,SSW,13 km/h,0 km/h,""1,012.28 hPa"",0.0 mm,Fair"
"2024-03-06,5:45 AM,9캜,6캜,82 %,SSW,11 km/h,0 km/h,""1,012.28 hPa"",0.0 mm,Fair"
"2024-03-06,6:15 AM,9캜,7캜,87 %,SSW,17 km/h,0 km/h,""1,012.28 hPa"",0.0 mm,Partly Cloudy"
"2024-03-06,6:45 AM,9캜,8캜,93 %,SSW,19 km/h,0 km/h,""1,012.28 hPa"",0.0 mm,Partly Cloudy"
"2024-03-06,7:15 AM,10캜,7캜,82 %,SSW,20 km/h,0 km/h,""1,013.28 hPa"",0.0 mm,Mostly Cloudy"
"2024-03-06,7:45 AM,10캜,7캜,82 %,SSW,20 km/h,0 km/h,""1,013.28 hPa"",0.0 mm,Mostly Cloudy"
"2024-03-06,8:15 AM,10캜,7캜,82 %,S,6 km/h,0 km/h,""1,013.28 hPa"",0.0 mm,Mostly Cloudy"
"2024-03-06,8:45 AM,11캜,7캜,76 %,WSW,17 km/h,0 km/h,""1,013.28 hPa"",0.0 mm,Mostly Cloudy"
"2024-03-06,9:15 AM,12캜,7캜,72 %,WSW,24 km/h,0 km/h,""1,013.28 hPa"",0.0 mm,Mostly Cloudy"
"2024-03-06,9:45 AM,12캜,6캜,67 %,WSW,22 km/h,0 km/h,""1,013.28 hPa"",0.0 mm,Mostly Cloudy"
"2024-03-06,10:15 AM,12캜,6캜,67 %,SSW,30 km/h,0 km/h,""1,013.28 hPa"",0.0 mm,Mostly Cloudy"
"2024-03-06,10:45 AM,10캜,7캜,82 %,ESE,22 km/h,0 km/h,""1,013.28 hPa"",0.0 mm,Mostly Cloudy"
"2024-03-06,11:15 AM,12캜,7캜,72 %,S,15 km/h,0 km/h,""1,013.28 hPa"",0.0 mm,Mostly Cloudy"
"2024-03-06,11:45 AM,12캜,7캜,72 %,ESE,13 km/h,0 km/h,""1,013.28 hPa"",0.0 mm,Mostly Cloudy"
"2024-03-06,12:15 PM,13캜,7캜,67 %,ESE,13 km/h,0 km/h,""1,013.28 hPa"",0.0 mm,Mostly Cloudy"
"2024-03-06,12:45 PM,13캜,7캜,67 %,SSE,13 km/h,0 km/h,""1,013.28 hPa"",0.0 mm,Mostly Cloudy"
"2024-03-06,1:15 PM,13캜,7캜,67 %,S,7 km/h,0 km/h,""1,013.28 hPa"",0.0 mm,Mostly Cloudy"
"2024-03-06,1:45 PM,14캜,8캜,67 %,E,19 km/h,0 km/h,""1,013.28 hPa"",0.0 mm,Mostly Cloudy"
"2024-03-06,2:15 PM,13캜,8캜,72 %,E,15 km/h,0 km/h,""1,013.28 hPa"",0.0 mm,Mostly Cloudy"
"2024-03-06,2:45 PM,12캜,8캜,77 %,E,4 km/h,0 km/h,""1,013.28 hPa"",0.0 mm,Mostly Cloudy"
"2024-03-06,3:15 PM,12캜,8캜,77 %,W,13 km/h,0 km/h,""1,013.28 hPa"",0.0 mm,Mostly Cloudy"
"2024-03-06,3:45 PM,12캜,8캜,77 %,W,22 km/h,0 km/h,""1,013.28 hPa"",0.0 mm,Mostly Cloudy"
"2024-03-06,4:15 PM,12캜,8캜,77 %,W,19 km/h,0 km/h,""1,013.28 hPa"",0.0 mm,Mostly Cloudy"
"2024-03-06,4:45 PM,13캜,8캜,72 %,W,22 km/h,0 km/h,""1,013.28 hPa"",0.0 mm,Mostly Cloudy"
"2024-03-06,5:15 PM,12캜,7캜,72 %,W,19 km/h,0 km/h,""1,013.28 hPa"",0.0 mm,Partly Cloudy"
"2024-03-06,5:45 PM,12캜,8캜,77 %,WNW,17 km/h,0 km/h,""1,014.28 hPa"",0.0 mm,Mostly Cloudy"
"2024-03-06,6:15 PM,11캜,9캜,88 %,WNW,13 km/h,0 km/h,""1,014.28 hPa"",0.0 mm,Light Rain"
"2024-03-06,6:45 PM,10캜,9캜,94 %,N,9 km/h,0 km/h,""1,014.28 hPa"",0.0 mm,Light Rain"
"2024-03-06,7:15 PM,10캜,10캜,100 %,CALM,0 km/h,0 km/h,""1,014.28 hPa"",0.0 mm,Partly Cloudy"
"2024-03-06,7:45 PM,10캜,9캜,94 %,ENE,4 km/h,0 km/h,""1,014.28 hPa"",0.0 mm,Fair"
"2024-03-06,8:15 PM,10캜,8캜,87 %,NNE,2 km/h,0 km/h,""1,015.28 hPa"",0.0 mm,Fair"
"2024-03-06,8:45 PM,9캜,8캜,93 %,VAR,2 km/h,0 km/h,""1,015.28 hPa"",0.0 mm,Fair"
"2024-03-06,9:15 PM,8캜,8캜,100 %,S,6 km/h,0 km/h,""1,015.28 hPa"",0.0 mm,Fair"
"2024-03-06,9:45 PM,8캜,8캜,100 %,SE,7 km/h,0 km/h,""1,015.28 hPa"",0.0 mm,Fair"
"2024-03-06,10:15 PM,8캜,8캜,100 %,E,6 km/h,0 km/h,""1,016.28 hPa"",0.0 mm,Fair"
"2024-03-06,10:45 PM,8캜,8캜,100 %,ESE,7 km/h,0 km/h,""1,016.28 hPa"",0.0 mm,Fair"
"2024-03-06,11:15 PM,7캜,7캜,100 %,SE,2 km/h,0 km/h,""1,016.28 hPa"",0.0 mm,Fair"
"2024-03-06,11:45 PM,6캜,6캜,100 %,SE,7 km/h,0 km/h,""1,016.28 hPa"",0.0 mm,Fair"
"2024-03-07,12:15 AM,6캜,6캜,100 %,ESE,7 km/h,0 km/h,""1,016.28 hPa"",0.0 mm,Fair"
"2024-03-07,12:45 AM,6캜,6캜,100 %,E,13 km/h,0 km/h,""1,016.28 hPa"",0.0 mm,Fair"
"2024-03-07,1:15 AM,6캜,6캜,100 %,ESE,7 km/h,0 km/h,""1,016.28 hPa"",0.0 mm,Fair"
"2024-03-07,1:45 AM,6캜,6캜,100 %,ESE,7 km/h,0 km/h,""1,016.28 hPa"",0.0 mm,Fair"
"2024-03-07,2:15 AM,5캜,5캜,100 %,SSE,7 km/h,0 km/h,""1,016.28 hPa"",0.0 mm,Fair"
"2024-03-07,2:45 AM,5캜,5캜,100 %,ESE,7 km/h,0 km/h,""1,016.28 hPa"",0.0 mm,Fair"
"2024-03-07,3:15 AM,5캜,5캜,100 %,ESE,7 km/h,0 km/h,""1,016.28 hPa"",0.0 mm,Fair"
"2024-03-07,3:45 AM,5캜,5캜,100 %,ESE,9 km/h,0 km/h,""1,016.28 hPa"",0.0 mm,Fair"
"2024-03-07,4:15 AM,4캜,4캜,100 %,ESE,11 km/h,0 km/h,""1,016.28 hPa"",0.0 mm,Fair"
"2024-03-07,4:45 AM,4캜,4캜,100 %,ESE,7 km/h,0 km/h,""1,016.28 hPa"",0.0 mm,Fair"
"2024-03-07,5:15 AM,4캜,4캜,100 %,E,7 km/h,0 km/h,""1,016.28 hPa"",0.0 mm,Fair"
"2024-03-07,5:45 AM,4캜,4캜,100 %,E,9 km/h,0 km/h,""1,016.28 hPa"",0.0 mm,Fair"
"2024-03-07,6:15 AM,4캜,4캜,100 %,ESE,7 km/h,0 km/h,""1,016.28 hPa"",0.0 mm,Fair"
"2024-03-07,6:45 AM,4캜,4캜,100 %,ESE,9 km/h,0 km/h,""1,016.28 hPa"",0.0 mm,Fair"
"2024-03-07,7:15 AM,4캜,4캜,100 %,SE,7 km/h,0 km/h,""1,016.28 hPa"",0.0 mm,Fair"
"2024-03-07,7:45 AM,5캜,5캜,100 %,SE,9 km/h,0 km/h,""1,016.28 hPa"",0.0 mm,Fair"
"2024-03-07,8:15 AM,5캜,5캜,100 %,ESE,7 km/h,0 km/h,""1,016.28 hPa"",0.0 mm,Fair"
"2024-03-07,8:45 AM,7캜,7캜,100 %,ESE,7 km/h,0 km/h,""1,016.28 hPa"",0.0 mm,Fair"
"2024-03-07,9:15 AM,8캜,8캜,100 %,ESE,7 km/h,0 km/h,""1,016.28 hPa"",0.0 mm,Fair"
"2024-03-07,9:45 AM,9캜,8캜,93 %,ESE,13 km/h,0 km/h,""1,017.28 hPa"",0.0 mm,Fair"
"2024-03-07,10:15 AM,11캜,9캜,88 %,ESE,11 km/h,0 km/h,""1,017.28 hPa"",0.0 mm,Fair"
"2024-03-07,10:45 AM,11캜,8캜,82 %,SE,11 km/h,0 km/h,""1,017.28 hPa"",0.0 mm,Fair"
"2024-03-07,11:15 AM,12캜,8캜,77 %,SE,9 km/h,0 km/h,""1,017.28 hPa"",0.0 mm,Fair"
"2024-03-07,11:45 AM,13캜,7캜,67 %,SE,7 km/h,0 km/h,""1,017.28 hPa"",0.0 mm,Fair"
"2024-03-07,12:15 PM,13캜,6캜,63 %,WSW,4 km/h,0 km/h,""1,017.28 hPa"",0.0 mm,Fair"
"2024-03-07,12:45 PM,14캜,7캜,63 %,NNE,6 km/h,0 km/h,""1,016.28 hPa"",0.0 mm,Partly Cloudy"
"2024-03-07,1:15 PM,13캜,7캜,67 %,WSW,9 km/h,0 km/h,""1,016.28 hPa"",0.0 mm,Partly Cloudy"
"2024-03-07,1:45 PM,13캜,8캜,72 %,WSW,7 km/h,0 km/h,""1,016.28 hPa"",0.0 mm,Partly Cloudy"
"2024-03-07,2:15 PM,13캜,7캜,67 %,WSW,9 km/h,0 km/h,""1,016.28 hPa"",0.0 mm,Partly Cloudy"
"2024-03-07,2:45 PM,14캜,8캜,67 %,W,17 km/h,0 km/h,""1,016.28 hPa"",0.0 mm,Partly Cloudy"
"2024-03-07,3:15 PM,14캜,8캜,67 %,W,15 km/h,0 km/h,""1,016.28 hPa"",0.0 mm,Partly Cloudy"
"2024-03-07,3:45 PM,14캜,8캜,67 %,W,13 km/h,0 km/h,""1,016.28 hPa"",0.0 mm,Partly Cloudy"
"2024-03-07,4:15 PM,13캜,8캜,72 %,W,15 km/h,0 km/h,""1,016.28 hPa"",0.0 mm,Partly Cloudy"
"2024-03-07,4:45 PM,13캜,7캜,67 %,WSW,11 km/h,0 km/h,""1,015.28 hPa"",0.0 mm,Fair"
"2024-03-07,5:15 PM,13캜,8캜,72 %,W,9 km/h,0 km/h,""1,015.28 hPa"",0.0 mm,Fair"
"2024-03-07,5:45 PM,13캜,9캜,77 %,WSW,9 km/h,0 km/h,""1,015.28 hPa"",0.0 mm,Fair"
"2024-03-07,6:15 PM,12캜,8캜,77 %,W,6 km/h,0 km/h,""1,015.28 hPa"",0.0 mm,Fair"
"2024-03-07,6:45 PM,11캜,8캜,82 %,WSW,4 km/h,0 km/h,""1,015.28 hPa"",0.0 mm,Fair"
"2024-03-07,7:15 PM,10캜,8캜,87 %,VAR,2 km/h,0 km/h,""1,015.28 hPa"",0.0 mm,Fair"
"2024-03-07,7:45 PM,10캜,8캜,87 %,W,4 km/h,0 km/h,""1,015.28 hPa"",0.0 mm,Fair"
"2024-03-07,8:15 PM,9캜,8캜,93 %,W,2 km/h,0 km/h,""1,015.28 hPa"",0.0 mm,Fair"
"2024-03-07,8:45 PM,8캜,8캜,100 %,ESE,6 km/h,0 km/h,""1,015.28 hPa"",0.0 mm,Fair"
"2024-03-07,9:15 PM,8캜,8캜,100 %,E,2 km/h,0 km/h,""1,015.28 hPa"",0.0 mm,Fair"
"2024-03-07,9:45 PM,7캜,7캜,100 %,SSE,7 km/h,0 km/h,""1,015.28 hPa"",0.0 mm,Fair"
"2024-03-07,10:15 PM,7캜,7캜,100 %,SSE,4 km/h,0 km/h,""1,015.28 hPa"",0.0 mm,Fair"
"2024-03-07,10:45 PM,7캜,7캜,100 %,E,7 km/h,0 km/h,""1,015.28 hPa"",0.0 mm,Fair"
"2024-03-07,11:15 PM,7캜,7캜,100 %,E,7 km/h,0 km/h,""1,015.28 hPa"",0.0 mm,Fair"
"2024-03-07,11:45 PM,7캜,7캜,100 %,ESE,6 km/h,0 km/h,""1,015.28 hPa"",0.0 mm,Partly Cloudy"
"2024-03-08,12:15 AM,6캜,6캜,100 %,NE,6 km/h,0 km/h,""1,015.28 hPa"",0.0 mm,Partly Cloudy"
"2024-03-08,12:45 AM,6캜,6캜,100 %,ESE,6 km/h,0 km/h,""1,015.28 hPa"",0.0 mm,Fair"
"2024-03-08,1:15 AM,6캜,6캜,100 %,SSE,6 km/h,0 km/h,""1,015.28 hPa"",0.0 mm,Fair"
"2024-03-08,1:45 AM,6캜,6캜,100 %,E,7 km/h,0 km/h,""1,015.28 hPa"",0.0 mm,Fair"
"2024-03-08,2:15 AM,6캜,6캜,100 %,ESE,7 km/h,0 km/h,""1,015.28 hPa"",0.0 mm,Fair"
"2024-03-08,2:45 AM,6캜,6캜,100 %,E,6 km/h,0 km/h,""1,015.28 hPa"",0.0 mm,Fair"
"2024-03-08,3:15 AM,6캜,6캜,100 %,E,6 km/h,0 km/h,""1,015.28 hPa"",0.0 mm,Fair"
"2024-03-08,3:45 AM,5캜,5캜,100 %,ESE,9 km/h,0 km/h,""1,014.28 hPa"",0.0 mm,Fair"
"2024-03-08,4:15 AM,5캜,5캜,100 %,SSE,9 km/h,0 km/h,""1,014.28 hPa"",0.0 mm,Fair"
"2024-03-08,4:45 AM,5캜,5캜,100 %,ESE,9 km/h,0 km/h,""1,014.28 hPa"",0.0 mm,Fair"
"2024-03-08,5:15 AM,5캜,5캜,100 %,SSE,9 km/h,0 km/h,""1,014.28 hPa"",0.0 mm,Fair"
"2024-03-08,5:45 AM,4캜,4캜,100 %,ESE,7 km/h,0 km/h,""1,014.28 hPa"",0.0 mm,Fair"
"2024-03-08,6:15 AM,4캜,4캜,100 %,ESE,7 km/h,0 km/h,""1,014.28 hPa"",0.0 mm,Fair"
"2024-03-08,6:45 AM,4캜,4캜,100 %,ESE,11 km/h,0 km/h,""1,014.28 hPa"",0.0 mm,Fair"
"2024-03-08,7:15 AM,5캜,5캜,100 %,ESE,9 km/h,0 km/h,""1,014.28 hPa"",0.0 mm,Fair"
"2024-03-08,7:45 AM,5캜,5캜,100 %,SSE,7 km/h,0 km/h,""1,014.28 hPa"",0.0 mm,Fair"
"2024-03-08,8:15 AM,7캜,7캜,100 %,ESE,7 km/h,0 km/h,""1,014.28 hPa"",0.0 mm,Fair"
"2024-03-08,8:45 AM,9캜,9캜,100 %,ESE,9 km/h,0 km/h,""1,014.28 hPa"",0.0 mm,Fair"
"2024-03-08,9:15 AM,11캜,10캜,94 %,ESE,17 km/h,0 km/h,""1,014.28 hPa"",0.0 mm,Fair"
"2024-03-08,9:45 AM,12캜,9캜,82 %,ESE,19 km/h,0 km/h,""1,014.28 hPa"",0.0 mm,Fair"
"2024-03-08,10:15 AM,12캜,8캜,77 %,ESE,20 km/h,0 km/h,""1,014.28 hPa"",0.0 mm,Fair"
"2024-03-08,10:45 AM,13캜,8캜,72 %,ESE,19 km/h,0 km/h,""1,014.28 hPa"",0.0 mm,Fair"
"2024-03-08,11:15 AM,14캜,7캜,63 %,ESE,17 km/h,0 km/h,""1,014.28 hPa"",0.0 mm,Fair"
"2024-03-08,11:45 AM,14캜,7캜,63 %,ESE,11 km/h,0 km/h,""1,014.28 hPa"",0.0 mm,Partly Cloudy"
"2024-03-08,12:15 PM,14캜,8캜,67 %,E,15 km/h,0 km/h,""1,014.28 hPa"",0.0 mm,Partly Cloudy"
"2024-03-08,12:45 PM,14캜,8캜,67 %,ESE,13 km/h,0 km/h,""1,014.28 hPa"",0.0 mm,Partly Cloudy"
"2024-03-08,1:15 PM,14캜,7캜,63 %,ESE,13 km/h,0 km/h,""1,013.28 hPa"",0.0 mm,Partly Cloudy"
"2024-03-08,1:45 PM,14캜,7캜,63 %,E,13 km/h,0 km/h,""1,012.28 hPa"",0.0 mm,Partly Cloudy"
"2024-03-08,2:15 PM,14캜,6캜,59 %,ESE,11 km/h,0 km/h,""1,012.28 hPa"",0.0 mm,Partly Cloudy"
"2024-03-08,2:45 PM,14캜,6캜,59 %,ESE,6 km/h,0 km/h,""1,012.28 hPa"",0.0 mm,Mostly Cloudy"
"2024-03-08,3:15 PM,13캜,5캜,58 %,SSW,11 km/h,0 km/h,""1,012.28 hPa"",0.0 mm,Mostly Cloudy"
"2024-03-08,3:45 PM,13캜,9캜,77 %,SSW,13 km/h,0 km/h,""1,012.28 hPa"",0.0 mm,Partly Cloudy"
"2024-03-08,4:15 PM,13캜,9캜,77 %,SSW,13 km/h,0 km/h,""1,012.28 hPa"",0.0 mm,Mostly Cloudy"
"2024-03-08,4:45 PM,12캜,10캜,88 %,S,7 km/h,0 km/h,""1,011.28 hPa"",0.0 mm,Light Rain"
"2024-03-08,5:15 PM,12캜,10캜,88 %,SE,11 km/h,0 km/h,""1,011.28 hPa"",0.0 mm,Mostly Cloudy"
"2024-03-08,5:45 PM,12캜,10캜,88 %,E,9 km/h,0 km/h,""1,011.28 hPa"",0.0 mm,Light Rain"
"2024-03-08,6:15 PM,12캜,10캜,88 %,E,9 km/h,0 km/h,""1,011.28 hPa"",0.0 mm,Light Rain"
"2024-03-08,6:45 PM,12캜,10캜,88 %,VAR,4 km/h,0 km/h,""1,011.28 hPa"",0.0 mm,Light Rain"
"2024-03-08,7:15 PM,11캜,10캜,94 %,ESE,7 km/h,0 km/h,""1,011.28 hPa"",0.0 mm,Light Rain"
"2024-03-08,7:45 PM,11캜,9캜,88 %,SSE,22 km/h,0 km/h,""1,011.28 hPa"",0.0 mm,Light Rain"
"2024-03-08,8:15 PM,9캜,8캜,93 %,SE,13 km/h,0 km/h,""1,012.28 hPa"",0.0 mm,Light Rain"
"2024-03-08,8:45 PM,9캜,9캜,100 %,NE,9 km/h,0 km/h,""1,012.28 hPa"",0.0 mm,Light Rain"
"2024-03-08,9:15 PM,9캜,9캜,100 %,NE,9 km/h,0 km/h,""1,011.28 hPa"",0.0 mm,Light Rain"
"2024-03-08,9:45 PM,10캜,10캜,100 %,ENE,11 km/h,0 km/h,""1,011.28 hPa"",0.0 mm,Mostly Cloudy"
"2024-03-08,10:15 PM,10캜,10캜,100 %,E,11 km/h,0 km/h,""1,011.28 hPa"",0.0 mm,Mostly Cloudy"
"2024-03-08,10:45 PM,10캜,9캜,94 %,E,15 km/h,0 km/h,""1,011.28 hPa"",0.0 mm,Light Rain"
"2024-03-08,11:15 PM,10캜,9캜,94 %,E,20 km/h,0 km/h,""1,011.28 hPa"",0.0 mm,Light Rain"
"2024-03-08,11:45 PM,10캜,9캜,94 %,ESE,15 km/h,0 km/h,""1,010.28 hPa"",0.0 mm,Light Rain"
"2024-03-09,12:15 AM,10캜,8캜,87 %,ENE,9 km/h,0 km/h,""1,011.28 hPa"",0.0 mm,Rain"
"2024-03-09,12:45 AM,10캜,9캜,94 %,SSE,11 km/h,0 km/h,""1,010.28 hPa"",0.0 mm,Light Rain"
"2024-03-09,1:15 AM,9캜,9캜,100 %,E,22 km/h,0 km/h,""1,009.28 hPa"",0.0 mm,Light Rain"
"2024-03-09,1:45 AM,9캜,9캜,100 %,E,22 km/h,0 km/h,""1,009.28 hPa"",0.0 mm,Light Rain"
"2024-03-09,2:15 AM,10캜,9캜,94 %,E,17 km/h,0 km/h,""1,009.28 hPa"",0.0 mm,Mostly Cloudy"
"2024-03-09,2:45 AM,10캜,9캜,94 %,E,17 km/h,0 km/h,""1,009.28 hPa"",0.0 mm,Mostly Cloudy"
"2024-03-09,3:15 AM,10캜,9캜,94 %,E,15 km/h,0 km/h,""1,009.28 hPa"",0.0 mm,Mostly Cloudy"
"2024-03-09,3:45 AM,10캜,9캜,94 %,E,11 km/h,0 km/h,""1,009.28 hPa"",0.0 mm,Mostly Cloudy"
"2024-03-09,4:15 AM,10캜,9캜,94 %,ENE,7 km/h,0 km/h,""1,009.28 hPa"",0.0 mm,Mostly Cloudy"
"2024-03-09,4:45 AM,10캜,9캜,94 %,NE,6 km/h,0 km/h,""1,009.28 hPa"",0.0 mm,Mostly Cloudy"
"2024-03-09,5:15 AM,10캜,9캜,94 %,E,9 km/h,0 km/h,""1,009.28 hPa"",0.0 mm,Mostly Cloudy"
"2024-03-09,5:45 AM,10캜,9캜,94 %,E,7 km/h,0 km/h,""1,009.28 hPa"",0.0 mm,Partly Cloudy"
"2024-03-09,6:15 AM,10캜,9캜,94 %,ENE,6 km/h,0 km/h,""1,009.28 hPa"",0.0 mm,Partly Cloudy"
"2024-03-09,6:45 AM,8캜,8캜,100 %,ESE,9 km/h,0 km/h,""1,009.28 hPa"",0.0 mm,Fair"
"2024-03-09,7:15 AM,8캜,8캜,100 %,E,7 km/h,0 km/h,""1,009.28 hPa"",0.0 mm,Fair"
"2024-03-09,7:45 AM,8캜,8캜,100 %,SSE,6 km/h,0 km/h,""1,009.28 hPa"",0.0 mm,Fair"
"2024-03-09,8:15 AM,8캜,8캜,100 %,SSE,6 km/h,0 km/h,""1,009.28 hPa"",0.0 mm,Fair"
"2024-03-09,8:45 AM,9캜,9캜,100 %,ESE,13 km/h,0 km/h,""1,009.28 hPa"",0.0 mm,Fair"
"2024-03-09,9:15 AM,11캜,11캜,100 %,ESE,13 km/h,0 km/h,""1,009.28 hPa"",0.0 mm,Fair"
"2024-03-09,9:45 AM,12캜,10캜,88 %,ESE,17 km/h,0 km/h,""1,009.28 hPa"",0.0 mm,Fair"
"2024-03-09,10:15 AM,13캜,10캜,82 %,ESE,20 km/h,0 km/h,""1,009.28 hPa"",0.0 mm,Partly Cloudy"
"2024-03-09,10:45 AM,13캜,10캜,82 %,ESE,17 km/h,0 km/h,""1,009.28 hPa"",0.0 mm,Partly Cloudy"
"2024-03-09,11:15 AM,14캜,10캜,77 %,E,17 km/h,0 km/h,""1,009.28 hPa"",0.0 mm,Partly Cloudy"
"2024-03-09,11:45 AM,14캜,11캜,82 %,ESE,17 km/h,0 km/h,""1,009.28 hPa"",0.0 mm,Mostly Cloudy"
"2024-03-09,12:15 PM,14캜,11캜,82 %,SSE,15 km/h,0 km/h,""1,009.28 hPa"",0.0 mm,Mostly Cloudy"
"2024-03-09,12:45 PM,15캜,11캜,77 %,ESE,15 km/h,0 km/h,""1,009.28 hPa"",0.0 mm,Mostly Cloudy"
"2024-03-09,1:15 PM,15캜,11캜,77 %,ESE,15 km/h,0 km/h,""1,008.28 hPa"",0.0 mm,Mostly Cloudy"
"2024-03-09,1:45 PM,16캜,8캜,59 %,ESE,11 km/h,0 km/h,""1,008.28 hPa"",0.0 mm,Partly Cloudy"
"2024-03-09,2:15 PM,16캜,6캜,52 %,E,7 km/h,0 km/h,""1,008.28 hPa"",0.0 mm,Partly Cloudy"
"2024-03-09,2:45 PM,16캜,7캜,55 %,S,7 km/h,0 km/h,""1,008.28 hPa"",0.0 mm,Partly Cloudy"
"2024-03-09,3:15 PM,16캜,6캜,52 %,ESE,7 km/h,0 km/h,""1,008.28 hPa"",0.0 mm,Partly Cloudy"
"2024-03-09,3:45 PM,16캜,6캜,52 %,ESE,9 km/h,0 km/h,""1,007.28 hPa"",0.0 mm,Partly Cloudy"
"2024-03-09,4:15 PM,15캜,8캜,63 %,ESE,15 km/h,0 km/h,""1,007.28 hPa"",0.0 mm,Mostly Cloudy"
"2024-03-09,4:45 PM,14캜,10캜,77 %,ESE,19 km/h,0 km/h,""1,007.28 hPa"",0.0 mm,Mostly Cloudy"
"2024-03-09,5:15 PM,14캜,12캜,88 %,ESE,17 km/h,0 km/h,""1,007.28 hPa"",0.0 mm,Mostly Cloudy"
"2024-03-09,5:45 PM,13캜,12캜,94 %,E,11 km/h,0 km/h,""1,007.28 hPa"",0.0 mm,Light Rain"
